"","t2m","rh","blh","sp","e","tp","fal","wind_direction","wind_speed","bc"
"3575",-0.742378766,0.276869259779217,547.4454883,103340.5348,-3.94e-05,-1.73e-18,0.147545968,140.2155767,1.49960392,5739
"3576",-0.82407388,0.278728058297091,721.8065088,103218.7423,-4.94e-05,-1.73e-18,0.147496866,145.5502192,0.660674936,4887
"3577",1.685307383,0.225816096957759,830.6475449,103083.4173,-5.38e-05,-1.73e-18,0.147484591,-100.9056555,0.110326065,6353
"3578",1.564593707,0.227397421105099,838.5994014,102937.12,-5.05e-05,-1.73e-18,0.147484591,18.20640144,0.608444103,7477
"3579",1.253664542,0.231687242349489,697.039789,102885.916,-4.29e-05,-1.73e-18,0.147496866,2.857544578,1.469370906,8768
"3580",-0.522899356,0.300257853766385,269.213342,102825.9341,-2.41e-05,-1.73e-18,0.147533693,-4.644820784,1.964277847,8859
"3581",-1.62273507,0.324933446794939,121.4413417,102844.587,-6.39e-06,-1.73e-18,0.147545968,36.06276489,2.355141476,9108
"3582",-3.089589132,0.426205815886527,141.817974,102811.3043,-4.18e-06,-1.73e-18,0.147545968,99.79963407,2.721925949,10346
"3583",-2.571373856,0.41419084509364,175.7790279,102780.9477,-4.14e-06,-1.73e-18,0.147558243,110.0394657,2.933733163,11276
"3584",-2.957901485,0.429049384616998,197.7294652,102818.985,-4.03e-06,-1.73e-18,0.147558243,113.5031141,3.012949547,11166
"3585",-3.26761132,0.452323469992704,191.9312365,102779.4847,-3.64e-06,-1.73e-18,0.147558243,120.0601812,2.834337864,13940
"3586",-3.655358279,0.479377766662639,161.9461109,102761.1975,-3.21e-06,-1.73e-18,0.147558243,125.5814674,2.36164665,14103
"3587",-4.512547311,0.543333253957803,109.1822296,102752.0539,-2.74e-06,-1.73e-18,0.147558243,141.1459786,2.093134411,20252
"3588",-4.444264828,0.554101488838449,66.52383265,102744.7391,-1.67e-06,-1.73e-18,0.147558243,189.1290614,2.192162883,1302
"3589",-5.011253306,0.598586213033265,41.26012183,102745.1048,-1.02e-06,-1.73e-18,0.147558243,-221.8481291,1.634684511,810
"3590",-5.862345688,0.644779046720848,36.45587519,102768.8781,-1.09e-06,-1.73e-18,0.147558243,-102.6371989,1.795134332,987
"3591",-6.118405,0.644177094523227,39.27215771,102772.9013,-1.2e-06,-1.73e-18,0.147558243,-42.19969291,1.75056117,1121
"3592",-6.745140651,0.632140358709048,55.34153442,102786.0681,-1.45e-06,-1.73e-18,0.147558243,-26.03339751,2.129705983,985
"3593",-5.213662096,0.544363462711837,100.5677184,102819.3507,-1.8e-06,-1.73e-18,0.147558243,-22.50561357,2.713676162,691
"3594",-3.100563102,0.48317826021814,89.96524301,102820.8137,-2.12e-06,-1.73e-18,0.147545968,-21.80777801,2.407722971,691
"3595",-2.64819165,0.485314299801662,114.0693081,102895.4253,-2.18e-06,-1.73e-18,0.147545968,-32.31877031,2.631952173,713
