ymdh,time_jjj,t2m,d2m,u10,v10,blh,sp,e,tp,fal,wind_direction,wind_speed,bc
2016042519,2771,25.14765639,3.950940209,-0.89932883,4.390522605,795.9410045,100945.2825,-1.50E-05,-1.73E-18,0.172428285,-36.36709212,4.481682841,0
2016042520,2772,24.60871251,3.024691772,-2.074583235,3.814464417,515.5552304,101089.0196,-5.17E-06,-1.73E-18,0.172428285,-89.66282703,4.342123258,0
2016042521,2773,23.01626745,4.557567706,-3.372149185,3.053935508,362.3163287,101220.3214,-4.22E-06,-1.73E-18,0.172428285,-150.2778254,4.54949582,0
2016042522,2774,21.28847675,6.193722515,-4.022704791,2.324544879,328.0239475,101285.7894,-3.39E-06,-1.73E-18,0.172428285,-188.4272744,4.646037315,0
2016042523,2775,18.16821113,7.116709514,-4.152993176,1.787173645,333.408017,101317.2433,-2.81E-06,-1.73E-18,0.172428285,-209.594975,4.521210231,0
2016042600,2776,17.76705154,6.505733432,-3.751492236,1.142705599,346.3297839,101344.3083,-2.44E-06,-1.73E-18,0.172428285,-229.5224011,3.921666748,0
2016042601,2777,17.08422671,6.187199639,-3.061052431,0.184023996,348.9804027,101333.7018,-2.23E-06,-1.73E-18,0.172428285,-271.935128,3.066579008,0
2016042602,2778,16.81475477,6.000210518,-2.280651598,-0.60905857,325.1248332,101353.8176,-2.05E-06,-1.73E-18,0.172428285,235.7697173,2.360577059,0
2016042603,2779,16.90376586,5.25877691,-1.808245415,-1.195967977,303.0087322,101347.2343,-1.84E-06,-1.73E-18,0.172428285,177.5611579,2.1679693,0
2016042604,2780,15.76247292,4.382537192,-1.921250647,-1.724375159,317.2558085,101372.4705,-1.82E-06,-1.73E-18,0.172428285,151.0828138,2.58160294,0
2016042605,2781,15.70394508,3.033388941,-1.945624324,-1.927245774,337.4667771,101341.0166,-1.77E-06,-1.73E-18,0.172428285,142.2258458,2.738563544,0
2016042606,2782,16.52577354,1.267863751,-2.54654626,-2.055101441,438.687284,101407.2161,-2.72E-06,-1.73E-18,0.172366908,160.522643,3.272359972,0
2016042607,2783,16.77817486,1.935371428,-3.284847105,-1.279946975,488.1378918,101423.6746,-9.48E-06,-1.73E-18,0.172366908,215.863635,3.525405616,0
2016042608,2784,16.4062792,2.394147062,-3.18247766,-0.747293663,551.5870802,101448.5451,-1.86E-05,-1.73E-18,0.172366908,241.2287353,3.269038371,0
2016042609,2785,16.53065086,3.030127503,-2.998567185,-0.580751042,652.6419235,101478.5361,-3.10E-05,-1.73E-18,0.172366908,248.3079642,3.054288287,0
2016042610,2786,20.05451473,2.883362785,-2.94405878,-0.352875445,808.3657803,101494.9945,-4.43E-05,-1.73E-18,0.172366908,261.2709411,2.965131224,0
2016042611,2787,20.5885813,3.250818151,-3.135502936,0.228844248,952.1618523,101465.3693,-6.59E-05,-1.73E-18,0.172366908,-269.6293159,3.143842927,0
2016042612,2788,21.22263293,3.64762646,-3.283074473,1.095054594,1056.778465,101356.0121,-8.09E-05,-1.73E-18,0.172366908,-224.7938763,3.46088465,0
2016042613,2789,23.97466088,2.879014201,-3.042439804,1.577226149,1229.897008,101270.7939,-9.22E-05,-1.73E-18,0.172366908,-196.6555327,3.426964004,0
2016042614,2790,24.54408801,3.148626422,-2.819531446,1.999008311,1408.233956,101170.946,-9.40E-05,-1.73E-18,0.172366908,-171.7316852,3.45626848,0
2016042615,2791,25.01962674,3.004035997,-2.885118796,2.735475822,1541.676049,101068.9037,-8.47E-05,-1.73E-18,0.172366908,-146.162866,3.975768912,0
2016042616,2792,24.22950086,3.4715088,-2.797816715,3.669152442,1623.679569,101011.482,-6.85E-05,-1.73E-18,0.172366908,-117.2643101,4.61415843,0
2016042617,2793,24.01855676,2.158236368,-2.222154772,4.298994932,1504.567385,101033.4266,-5.18E-05,-1.73E-18,0.172366908,-85.87382547,4.839352153,0
2016042618,2794,19.96306498,3.179066512,-1.643390725,3.149237518,805.8808251,101099.2604,-3.08E-05,-1.73E-18,0.172317806,-86.57364988,3.552242956,0
2016042619,2795,19.65457447,1.820133946,-2.014756936,2.14290491,383.1899521,101143.1495,-1.02E-05,-1.73E-18,0.172317806,-135.8254428,2.941307016,0
2016042620,2796,18.86932592,1.458114311,-2.148147425,2.06317204,283.0462591,101215.5667,-2.74E-06,-1.73E-18,0.172317806,-145.0031901,2.9784587,0
2016042621,2797,18.25722223,3.633493562,-2.014313778,1.336140372,224.3184854,101282.4977,-2.33E-06,-1.73E-18,0.172317806,-177.3202036,2.417174195,0
2016042622,2798,16.72818233,3.887885738,-1.87294645,0.711959387,183.5652208,101282.132,-1.90E-06,-1.73E-18,0.172317806,-217.3567452,2.00370022,0
2016042623,2799,14.87358131,3.170369343,-1.930113802,-0.181614903,110.010548,101299.3219,-1.67E-06,-1.73E-18,0.172317806,265.8558832,1.938639539,0
2016042700,2800,14.61020602,3.168195051,-1.301272927,-1.003004997,69.8371062,101259.0901,-1.52E-06,-1.73E-18,0.172317806,164.542207,1.642963862,0
2016042701,2801,13.86519535,3.056219008,-0.721622564,-1.237013892,60.72560394,101222.1501,-1.41E-06,-1.73E-18,0.172317806,95.05678008,1.432111201,0
2016042702,2802,14.13222863,3.205158017,-0.410968967,-1.335146654,57.57799406,101192.5249,-1.30E-06,-1.73E-18,0.172317806,53.74884859,1.396965311,0
2016042703,2803,14.16880854,3.120360625,-0.598867862,-1.299290453,57.57799406,101174.6035,-1.43E-06,-1.73E-18,0.172317806,77.74147937,1.430663621,0
2016042704,2804,13.52500226,3.433458688,-1.389461323,-1.183701381,50.04029674,101163.2654,-1.35E-06,-1.73E-18,0.172317806,155.7345974,1.825308667,0
2016042705,2805,13.68961182,3.488903137,-1.403642372,-0.937425891,43.16525413,101162.8997,-1.30E-06,-1.73E-18,0.172317806,176.7551936,1.687891942,0
2016042706,2806,15.4491051,4.031389017,-0.980869859,-0.328342254,38.11251196,101246.6549,-1.91E-06,-1.73E-18,0.172256429,224.5994854,1.034366626,0
2016042707,2807,15.88562526,4.330354181,-0.411412125,0.261397905,86.48630578,101248.4836,-7.44E-06,-1.73E-18,0.172256429,-180.8597562,0.487430817,0
2016042708,2808,15.82953608,4.756515434,-0.290873212,0.032578723,206.6753038,101281.0347,-1.32E-05,-1.73E-18,0.172256429,-262.6664412,0.292691986,0
2016042709,2809,15.2137744,4.746731119,0.311821355,0.046732487,395.5318961,101264.942,-2.10E-05,1.06E-05,0.172256429,255.966135,0.315303795,0
2016042710,2810,18.12675391,5.08265925,0.609180219,-0.856749437,759.3293318,101220.3214,-3.74E-05,2.00E-05,0.172256429,-111.2570544,1.051246944,0
2016042711,2811,17.9072745,5.646888051,0.688062302,-1.053958546,947.6061012,101212.6408,-4.33E-05,3.27E-06,0.172256429,-104.1059623,1.258673249,0
2016042712,2812,17.38905922,5.638190883,0.60696443,-1.120481236,1006.416707,101142.0523,-4.00E-05,-1.73E-18,0.172256429,-89.36070273,1.27431708,0
2016042713,2813,19.09734064,5.871927284,0.621588636,-1.053486754,1142.59225,101103.2835,-3.94E-05,-1.73E-18,0.172256429,-95.95012602,1.223195313,0
2016042714,2814,19.17171977,6.016517709,0.657484416,-0.685960687,1251.516117,101042.9359,-3.63E-05,-1.73E-18,0.172256429,-137.5568791,0.950172522,0
2016042715,2815,19.29487211,6.25025411,0.73016229,-0.604812441,1285.477171,101032.6951,-5.13E-05,-1.73E-18,0.172256429,-158.2236826,0.948121859,0
2016042716,2816,19.457043,6.230685481,0.709777033,-0.723704057,1265.680362,100997.218,-4.09E-05,-1.73E-18,0.172256429,-139.6229296,1.013672037,0
2016042717,2817,19.65213581,6.406803142,0.797079113,-0.680770973,1161.395077,100987.7087,-2.51E-05,-1.73E-18,0.172256429,-155.508693,1.048229093,0
2016042718,2818,18.94614371,7.290652882,1.261951614,-0.555274268,344.2589879,100978.9308,-1.35E-05,-1.73E-18,0.172195052,-208.1302423,1.378713671,0
2016042719,2819,19.10587595,6.057829259,1.720619906,-0.227378739,138.8360279,100973.079,-4.80E-06,-1.73E-18,0.172195052,-259.0934963,1.735578852,0
2016042720,2820,18.37671657,5.849097217,1.781775678,-0.718514344,67.18648736,101004.5329,-1.82E-06,-1.73E-18,0.172195052,-213.7472906,1.921194271,0
2016042721,2821,18.37427791,6.249166964,1.690928335,-0.893549223,43.66224516,101037.084,-1.71E-06,-1.73E-18,0.172195052,-195.2385685,1.912503294,0
2016042722,2822,17.25615225,7.777694314,1.602739939,-0.274557952,33.14260164,101026.8432,-1.45E-06,-1.73E-18,0.172195052,-252.2047938,1.626086523,0
2016042723,2823,14.5285109,7.391757465,1.508790492,0.006630156,25.68773615,101022.82,-9.78E-07,-1.73E-18,0.172195052,281.9523606,1.508805059,0
2016042800,2824,14.34439206,8.10927386,1.369638952,0.254792815,22.54012628,101026.1117,-7.72E-07,-1.73E-18,0.172195052,249.6365314,1.393136834,0
2016042801,2825,13.94079381,8.176676915,1.328425279,0.256679984,22.95428548,101030.8664,-6.04E-07,-1.73E-18,0.172195052,248.3868992,1.352996059,0
2016042802,2826,14.09321007,8.64088828,1.437442091,0.251962063,22.95428548,101041.4729,-5.10E-07,-1.73E-18,0.172195052,251.5093425,1.459357614,0
2016042803,2827,13.3360061,8.912674793,1.17332006,-0.217942896,19.30968457,101063.4175,-4.16E-07,-1.73E-18,0.172195052,-249.6852994,1.193389739,0
2016042804,2828,12.02400696,8.943114882,0.800624376,-0.513284768,16.41057022,101101.0891,-3.23E-07,-1.73E-18,0.172195052,-180.1258552,0.951031358,0
2016042805,2829,12.07765748,9.338836045,0.747445443,-0.704832372,15.25092447,101137.2977,-1.92E-07,-1.73E-18,0.172195052,-146.651756,1.027357466,0
2016042806,2830,15.28815353,10.8108318,-0.20578692,-0.913364492,21.87747157,101234.2196,-3.79E-07,-1.73E-18,0.172133674,39.88910079,0.936260088,0
2016042807,2831,16.65746119,10.11831977,-0.740678348,-1.086512203,69.58861068,101265.6735,-4.67E-06,-1.73E-18,0.172133674,107.7012151,1.314957483,0
2016042808,2832,17.6195126,9.583443907,-1.722272808,-1.070943063,327.4441246,101351.9889,-1.62E-05,-1.73E-18,0.172133674,182.6077103,2.028088427,0
2016042809,2833,18.53279082,8.964857803,-3.503323885,-0.192466121,859.5558566,101386.7345,-3.36E-05,-1.73E-18,0.172133674,272.8644033,3.508606768,0
2016042810,2834,23.79663869,6.972119089,-3.6353849,1.580528694,1184.836487,101406.8504,-5.56E-05,-1.73E-18,0.172133674,-208.9234756,3.964100696,0
2016042811,2835,23.90150107,7.409151802,-2.43531366,2.37361126,1497.940838,101358.5723,-7.46E-05,-1.73E-18,0.172133674,-143.6810884,3.400703315,0
2016042812,2836,24.12829646,7.698332652,-1.398324478,2.906736364,1764.907854,101292.007,-8.98E-05,-1.73E-18,0.172133674,-80.70909991,3.225589502,0
2016042813,2837,26.79740997,5.882798744,-0.432683698,3.2761496,1940.594184,101194.3536,-9.85E-05,-1.73E-18,0.172133674,-23.63595249,3.304598521,0
2016042814,2838,27.10224248,6.009994833,0.532070767,3.50685595,2095.40689,101098.8946,-9.78E-05,-1.73E-18,0.172133674,27.10343213,3.546989985,0
2016042815,2839,27.45950619,6.1980711,1.280121082,3.606404089,2176.664924,101004.8986,-8.64E-05,-1.73E-18,0.172133674,61.39524203,3.826860389,0
2016042816,2840,26.11458513,6.530737792,1.879270387,3.889479366,2146.596967,100917.8517,-7.19E-05,-1.73E-18,0.172133674,81.01642223,4.31968829,0
2016042817,2841,26.50720941,6.039347776,2.16289136,4.144718907,2096.897864,100845.8003,-5.37E-05,-1.73E-18,0.172133674,86.57436532,4.675125009,0
2016042818,2842,23.52472808,7.381973151,0.708004402,3.1143249,999.2103367,100884.5691,-3.21E-05,-1.73E-18,0.172072297,40.23696048,3.193789257,0
2016042819,2843,23.15039376,7.094966593,-1.436879204,2.1075205,229.3712276,100948.2084,-9.76E-06,-1.73E-18,0.172072297,-107.7115182,2.550738032,0
2016042820,2844,22.33222329,5.770822701,-2.577124146,2.706696502,224.0699899,101022.4543,-2.33E-06,-1.73E-18,0.172072297,-136.9585085,3.737348635,0
2016042821,2845,21.63232783,5.155498035,-2.900629318,2.718491305,226.3892814,101028.6719,-2.05E-06,-1.73E-18,0.172072297,-147.2041421,3.975405063,0
2016042822,2846,20.73490091,5.889321621,-2.492037854,2.585917717,208.9945953,100991.0004,-1.82E-06,-1.73E-18,0.172072297,-138.0442574,3.591270403,0
2016042823,2847,18.61936325,7.579833732,-1.587552846,1.780096764,148.1960256,100999.4125,-1.62E-06,-1.73E-18,0.172072297,-131.0914389,2.385176833,0
2016042900,2848,18.70349703,7.836400201,-1.562292853,1.858886049,91.12488875,100979.6623,-1.48E-06,-1.73E-18,0.172072297,-125.8057987,2.428212573,0
2016042901,2849,18.39988384,8.376711789,-1.102738246,1.569205683,71.07958378,100916.7545,-1.32E-06,-1.73E-18,0.172072297,-110.2608432,1.917925471,0
2016042902,2850,17.58902935,8.641975426,-0.979097228,0.93228631,54.76171155,100874.3283,-1.13E-06,-1.73E-18,0.172072297,-145.7790952,1.351957524,0
2016042903,2851,16.0209709,9.074659555,-1.10982877,0.178834283,46.312864,100817.6381,-8.66E-07,-1.73E-18,0.172072297,-253.9859066,1.12414483,0
2016042904,2852,14.40048125,9.105099644,-1.473218141,-0.16321501,49.87463306,100826.7817,-7.72E-07,-1.73E-18,0.172072297,262.8824775,1.482231706,0
2016042905,2853,14.35780469,9.364927551,-1.727147544,-0.09669232,59.56595819,100782.161,-6.97E-07,-1.73E-18,0.172072297,272.676759,1.729852029,0
2016042906,2854,16.18436112,6.530737792,-2.261595814,-0.170291891,104.2951511,100789.8416,-1.47E-06,-1.73E-18,0.17201092,269.215366,2.267998006,0
2016042907,2855,17.17811512,6.897106011,-1.831289619,-0.331644799,203.1135347,100839.9484,-7.61E-06,-1.73E-18,0.17201092,250.4950273,1.86107763,0
2016042908,2856,17.18177311,7.873363167,-1.817994886,-0.324567917,413.7549006,100838.4855,-1.89E-05,-1.73E-18,0.17201092,250.9428477,1.846740301,0
2016042909,2857,16.99155762,8.674589807,-1.798052787,0.257151776,657.4461701,100828.2446,-3.51E-05,-1.73E-18,0.17201092,-257.1737041,1.816348221,0
2016042910,2858,22.41635706,10.1357141,-1.617244417,0.942193945,796.1895,100769.7257,-5.23E-05,-1.73E-18,0.17201092,-187.7895079,1.87168612,0
2016042911,2859,22.49561351,10.21616291,-1.143951918,1.478621594,930.2942469,100661.1,-6.47E-05,-1.73E-18,0.17201092,-118.5251403,1.869477951,0
2016042912,2860,23.18941232,10.36075333,-0.466806846,2.049490068,1045.016344,100534.9186,-8.64E-05,-1.73E-18,0.17201092,-40.31043204,2.101979584,0
2016042913,2861,27.23880745,10.50316947,0.596771801,2.649137862,1181.026223,100374.3573,-9.66E-05,-1.73E-18,0.17201092,39.88288844,2.715523522,0
2016042914,2862,27.88627171,10.55209104,1.599194677,3.195001354,1303.86584,100221.1109,-9.75E-05,-1.73E-18,0.17201092,83.53290268,3.572878009,0
2016042915,2863,28.84588447,10.73690587,2.463352328,3.310118633,1396.140508,100064.2071,-9.12E-05,-1.73E-18,0.17201092,115.1588489,4.126135002,0
2016042916,2864,28.4983754,10.31618035,3.332827872,3.416743654,1458.761378,99957.04431,-7.58E-05,-1.73E-18,0.17201092,139.1338885,4.773036646,0
2016042917,2865,28.93977288,9.620406873,3.60359727,3.699347138,1339.48353,99869.99742,-5.58E-05,-1.73E-18,0.17201092,139.0118009,5.164405341,0
2016042918,2866,26.24993077,9.811744578,2.434103915,1.414457865,886.4762042,99974.59998,-2.91E-05,-1.73E-18,0.171961818,187.9901631,2.815235855,0
2016042919,2867,25.65123971,9.34862036,0.522764454,1.447955106,93.69267575,99967.65086,-8.23E-06,-1.73E-18,0.171961818,62.36509371,1.539433877,0
2016042920,2868,26.09873384,7.545045059,-1.62655073,1.7060254,59.64879003,99920.83573,-2.33E-06,-1.73E-18,0.171961818,-137.0798756,2.357157174,0
2016042921,2869,26.14750704,8.576746663,-1.587552846,0.769518026,51.69693351,99984.84079,-2.36E-06,-1.73E-18,0.171961818,-201.5005627,1.764222784,0
2016042922,2870,24.25266813,8.90506477,-0.688828889,-0.101410241,43.08242229,99992.88714,-2.16E-06,-1.73E-18,0.171961818,256.4325176,0.696253743,0
2016042923,2871,19.55215075,9.323616001,-0.083032218,-1.321936475,41.83994471,100045.5542,-1.60E-06,-1.73E-18,0.171961818,11.2911558,1.324541578,0
2016043000,2872,19.06563806,9.894367678,0.219644539,-1.769667204,38.27817564,100036.0448,-1.07E-06,-1.73E-18,0.171961818,-22.22726256,1.783245843,0
2016043001,2873,18.69130373,10.10853545,0.018007754,-1.753154479,34.46791106,100011.1743,-7.72E-07,-1.73E-18,0.171961818,-1.848828365,1.753246961,0
2016043002,2874,17.77802551,10.50643091,-0.102531159,-1.646057666,35.29622945,99980.45187,-6.22E-07,-1.73E-18,0.171961818,11.1975393,1.649247853,0
2016043003,2875,16.85499266,11.29461179,-0.273590059,-1.695124048,40.10047609,99982.28059,-6.41E-07,-1.73E-18,0.171961818,28.8032966,1.717060586,0
2016043004,2876,14.77481558,11.09566407,-0.414071072,-1.753154479,38.11251196,100008.9798,-5.48E-07,-1.73E-18,0.171961818,41.74845825,1.801389875,0
2016043005,2877,14.93088982,11.58053121,-0.269158481,-2.034814379,30.32631912,100003.8594,-3.41E-07,-1.73E-18,0.171961818,23.6723738,2.052538878,0
2016043006,2878,17.6353639,12.66224153,0.436791846,-1.350715794,31.40313303,100059.0867,-6.79E-07,-1.73E-18,0.171888166,-56.29755719,1.419584543,0
2016043007,2879,19.34242598,12.05343974,-0.214650075,-1.59132978,81.35073178,100118.3371,-6.80E-06,-1.73E-18,0.171888166,24.13403647,1.6057413,0
2016043008,2880,19.88136987,11.10436123,-0.966245653,-1.715882901,187.7068127,100126.7492,-2.22E-05,-1.73E-18,0.171888166,92.31467136,1.96923457,0
2016043009,2881,20.75441019,10.93259216,-1.525953916,-1.796087563,414.0033961,100123.4575,-4.46E-05,-1.73E-18,0.171888166,126.7670027,2.356791439,0
2016043010,2882,27.55827192,10.53795814,-2.461459968,-1.09689163,744.4196008,100100.4156,-6.97E-05,-1.73E-18,0.171888166,207.2853733,2.694801741,0
2016043011,2883,27.94479955,10.00851801,-2.948047199,0.369438302,1112.44146,100026.1698,-9.34E-05,-1.73E-18,0.171888166,-260.3033878,2.971105341,0
2016043012,2884,28.48252411,9.624755457,-2.421575769,1.668282029,1412.209885,99942.78032,-0.000112714,-1.73E-18,0.171888166,-174.157661,2.940611184,0
2016043013,2885,31.76983795,9.553003818,-1.472331826,2.656686536,1628.483816,99868.90019,-0.000123635,-1.73E-18,0.171888166,-91.09097097,3.037391045,0
2016043014,2886,32.14539161,10.17919994,-0.889579359,3.361543975,1744.034231,99774.1727,-0.000123335,-1.73E-18,0.171888166,-46.5666953,3.477258882,0
2016043015,2887,32.35267772,10.7966989,-0.613935226,3.899387,1803.590323,99672.49609,-0.000117191,-1.73E-18,0.171888166,-28.10917949,3.947421366,0
2016043016,2888,31.50280467,12.49916962,-0.486748946,4.536306372,1807.649083,99627.50967,-9.52E-05,-1.73E-18,0.171888166,-19.24051366,4.562345892,0
2016043017,2889,31.8369011,12.66550297,-0.649831005,4.8882633,1710.901495,99590.93535,-6.68E-05,-1.73E-18,0.171888166,-23.78917637,4.931267425,0
2016043018,2890,29.09096981,14.50169265,-0.78986886,4.206995467,1425.545811,99715.65379,-3.83E-05,-1.73E-18,0.171839064,-33.40632644,4.280502737,0
2016043019,2891,28.93611489,14.85066653,-1.57292864,3.408723188,487.9722281,99731.38074,-1.21E-05,-1.73E-18,0.171839064,-77.81911101,3.754130828,0
2016043020,2892,28.15452432,14.58214146,-2.790726191,3.030345901,290.0869654,99806.3581,-2.50E-06,-1.73E-18,0.171839064,-133.9662963,4.119605437,0
2016043021,2893,26.39746971,14.11901724,-3.697870146,2.836911129,280.1471447,99837.81202,-2.05E-06,-1.73E-18,0.171839064,-164.9509084,4.660719727,0
2016043022,2894,24.88671976,14.2266447,-3.757253287,2.356154951,268.3850236,99857.56215,-1.69E-06,-1.73E-18,0.171839064,-181.9245374,4.434909065,0
2016043023,2895,22.9857842,14.94850968,-3.578660706,1.376714495,253.2267971,99856.46492,-1.47E-06,-1.73E-18,0.171839064,-216.638618,3.834338958,0
2016050100,2896,21.5579487,14.28535058,-2.85055249,0.261397905,226.6377769,99868.90019,-1.20E-06,-1.73E-18,0.171839064,-266.2832321,2.862512596,0
2016050101,2897,20.34715395,13.94507387,-2.392770514,-1.01715876,175.5305324,99846.9556,-1.02E-06,-1.73E-18,0.171839064,210.3918854,2.599992822,0
2016050102,2898,19.91307245,13.6341501,-1.999246414,-1.763533906,146.0423978,99799.77473,-8.47E-07,-1.73E-18,0.171839064,152.6327263,2.665902861,0
2016050103,2899,19.35461928,12.62745285,-1.439538151,-2.013111941,135.9369135,99769.41804,-9.22E-07,-1.73E-18,0.171839064,111.7396643,2.474851466,0
2016050104,2900,17.77802551,12.62854,-0.947189869,-1.936209825,123.5949695,99775.63567,-8.47E-07,-1.73E-18,0.171839064,81.89436284,2.15547608,0
2016050105,2901,17.26712622,12.35131776,-1.11780561,-1.799390108,113.572317,99783.68202,-7.35E-07,-1.73E-18,0.171839064,100.056938,2.118323427,0
2016050106,2902,19.61189792,11.55117826,-1.742658066,-2.304679476,167.8271714,99826.47398,-1.60E-06,-1.73E-18,0.171777687,116.5353325,2.88936059,0
2016050107,2903,20.1544998,11.60988415,-1.797166471,-1.412520563,194.5818553,99845.85837,-9.22E-06,-1.73E-18,0.171777687,162.8403193,2.285830629,0
2016050108,2904,20.21668563,11.94472513,-1.665105456,-0.094333359,283.3775864,99853.17323,-2.46E-05,-1.73E-18,0.171777687,272.5566727,1.667775453,0
2016050109,2905,20.46055164,12.34262059,-1.03227616,0.071265678,452.1888738,99855.36769,-4.61E-05,-1.73E-18,0.171777687,-270.3362905,1.034733235,0
2016050110,2906,25.6792843,14.2386033,-0.695033098,0.085891234,644.4415714,99843.66391,-7.17E-05,-1.73E-18,0.171777687,-260.6113953,0.700320149,0
2016050111,2907,26.18408695,14.59518721,-0.757961501,0.991732119,777.2210089,99805.99236,-9.69E-05,-1.73E-18,0.171777687,-117.4640663,1.248214017,0
2016050112,2908,27.14857702,15.07679291,-0.67065942,2.001367271,946.9434465,99732.47797,-0.000115505,-1.73E-18,0.171777687,-58.20124883,2.110747501,0
2016050113,2909,31.09189044,14.68542033,-0.356903719,3.231329348,1193.94799,99630.43562,-0.000124647,-1.73E-18,0.171777687,-19.80092924,3.250979794,0
2016050114,2910,32.50509398,15.4235925,0.248449794,4.241908085,1557.745425,99513.76353,-0.000124159,-1.73E-18,0.171777687,10.53062183,4.249177744,0
2016050115,2911,33.75734595,15.56927007,1.67408834,4.663690247,1999.90178,99432.56854,-0.000113651,-1.73E-18,0.171777687,62.03457217,4.955055851,0
2016050116,2912,32.66482621,13.76134619,3.140054242,4.374481673,2353.179573,99380.633,-0.000105072,3.96E-05,0.171777687,112.0644696,5.38479624,0
2016050117,2913,33.69394078,11.44681224,4.5235928,4.97035513,2526.132452,99472.43455,-6.83E-05,-1.73E-18,0.171777687,132.9075468,6.720663802,0
2016050118,2914,28.53617463,13.20364026,2.385799718,1.899460172,1096.703411,99481.21239,-8.04E-05,0.000226159,0.171728585,161.7130601,3.049588372,0
2016050119,2915,28.35083646,11.24895166,1.326652648,2.652912199,308.1443062,99574.11116,-1.52E-05,-1.73E-18,0.171728585,83.46723795,2.966133913,0
2016050120,2916,28.53007798,10.92824357,1.170661113,3.159145152,355.6897816,99697.36663,-6.22E-06,-1.73E-18,0.171728585,63.87744653,3.36907191,0
2016050121,2917,28.69590687,11.04348106,0.983648534,3.856453917,472.5655061,99815.13594,-4.76E-06,-1.73E-18,0.171728585,44.95329481,3.97992478,0
2016050122,2918,27.5655879,12.63071429,1.060757986,4.294748803,599.463883,99853.90472,-3.68E-06,-1.73E-18,0.171728585,43.5857901,4.423807725,0
2016050123,2919,25.10010252,13.01230256,1.218522152,3.857869293,505.5325779,99857.19641,-3.11E-06,-1.73E-18,0.171728585,55.06870322,4.045732532,0
2016050200,2920,24.91598368,14.12662726,1.420158938,2.458533843,314.8536852,99882.79843,-2.68E-06,-1.73E-18,0.171728585,94.28751686,2.839232302,0
2016050201,2921,23.70031161,13.98855971,1.521642067,0.997865416,137.5107184,99873.65485,-2.16E-06,-1.73E-18,0.171728585,178.2660947,1.819651057,0
2016050202,2922,22.29198539,14.8593637,1.146287436,-1.648888419,78.86577662,99963.62768,-8.94E-06,0.001638223,0.171728585,-109.3480426,2.008185227,0
2016050203,2923,19.9679423,16.06500867,0.927810655,-3.48085725,349.7258893,100114.3139,-9.54E-05,0.000987506,0.171728585,-46.88825227,3.60238807,0
2016050204,2924,18.21088768,13.41345945,0.289663467,-4.585322621,575.6911453,100149.0595,-0.000114494,0.000124102,0.171728585,-11.35584921,4.594462804,0
2016050205,2925,18.32062739,11.68924581,0.704902297,-6.098831766,846.7997535,100170.6383,-9.95E-05,1.63E-06,0.171728585,-20.7124756,6.139432885,0
2016050206,2926,19.77284949,6.504646286,1.121913759,-7.429757357,1049.240767,100425.9271,-4.55E-05,-1.73E-18,0.171667208,-26.97668697,7.513985951,0
2016050207,2927,20.25936218,5.681676725,0.640644421,-7.531664457,1148.224815,100524.6778,-2.54E-05,-1.73E-18,0.171667208,-15.27405861,7.558862002,0
2016050208,2928,20.4386037,3.075787637,1.139196912,-8.406367061,1262.44992,100621.234,-2.77E-05,-1.73E-18,0.171667208,-24.24517547,8.483205572,0
2016050209,2929,19.27658216,2.802913978,1.082029559,-8.367680107,1245.30373,100689.628,-3.31E-05,-1.73E-18,0.171667208,-23.14745657,8.437349011,0
2016050210,2930,16.78305218,2.699635103,1.130776914,-7.719909516,1171.417729,100728.7625,-2.99E-05,-1.73E-18,0.171667208,-26.17940639,7.802285522,0
2016050211,2931,15.20280043,5.995861934,1.244668461,-6.682910419,1094.632615,100770.823,-0.00011026,0.000423333,0.171667208,-33.14460893,6.797829893,0
2016050212,2932,14.36755934,8.997472185,1.531391538,-5.4255844,1030.934931,100806.3,-0.000302974,0.001377773,0.171667208,-49.51752817,5.637563846,0
2016050213,2933,13.02385761,8.675676953,1.116152708,-5.408128091,1108.796859,100783.9897,-0.000315862,0.001705173,0.171667208,-36.63480625,5.522105243,0
2016050214,2934,12.58855678,9.421459145,0.420395009,-5.520886409,1199.083564,100741.1978,-0.000273846,0.001659451,0.171667208,-13.67993275,5.536869035,0
2016050215,2935,11.70576181,9.464944987,-0.674204682,-5.231677835,1195.438963,100636.2295,-0.000200754,0.001606789,0.171667208,23.06939674,5.274941225,0
2016050216,2936,11.63504067,9.232295732,-1.44175394,-4.802818791,1040.460592,100577.7105,-0.000188672,0.001126304,0.171667208,52.49345198,5.014551103,0
2016050217,2937,12.04961289,8.561526618,-1.51930655,-4.372544371,868.8330226,100499.0757,-0.000157034,0.000480077,0.171667208,60.19465869,4.628977929,0
2016050218,2938,11.75575435,8.909413355,-0.582027866,-4.237611823,698.6964258,100438.3624,-0.000124272,0.000186969,0.171605831,24.56893129,4.277395282,0
2016050219,2939,12.41785057,8.846358884,-0.205343762,-4.342821467,701.0985491,100445.6772,-8.39E-05,6.69E-05,0.171605831,8.504694185,4.347673442,0
2016050220,2940,13.37502467,9.065962386,-0.295304789,-4.032854039,688.839437,100489.9322,-5.32E-05,2.33E-05,0.171605831,13.15697591,4.043651397,0
2016050221,2941,14.1432026,9.036609443,-0.691044678,-3.157207851,521.933282,100502.0017,-3.38E-05,2.04E-06,0.171605831,38.78644599,3.231950519,0
