0,1,2
0.0,2016010100.0,0.0
0.0,2016010101.0,0.0
0.0,2016010102.0,0.0
0.0,2016010103.0,0.0
0.0,2016010104.0,0.0
0.0,2016010105.0,0.0
0.0,2016010106.0,0.0
0.0,2016010107.0,0.0
0.0,2016010108.0,0.0
0.0,2016010109.0,0.0
0.0,2016010110.0,0.0
0.0,2016010111.0,0.0
0.0,2016010112.0,0.0
0.0,2016010113.0,0.0
0.0,2016010114.0,0.0
0.0,2016010115.0,0.0
0.0,2016010116.0,0.0
0.0,2016010117.0,0.0
0.0,2016010118.0,0.0
0.0,2016010119.0,0.0
0.0,2016010120.0,0.0
0.0,2016010121.0,0.0
0.0,2016010122.0,0.0
0.0,2016010123.0,0.0
0.0,2016010200.0,0.0
0.0,2016010201.0,0.0
0.0,2016010202.0,0.0
0.0,2016010203.0,0.0
0.0,2016010204.0,0.0
0.0,2016010205.0,0.0
0.0,2016010206.0,0.0
0.0,2016010207.0,0.0
0.0,2016010208.0,0.0
0.0,2016010209.0,0.0
0.0,2016010210.0,0.0
0.0,2016010211.0,0.0
0.0,2016010212.0,0.0
0.0,2016010213.0,0.0
0.0,2016010214.0,0.0
0.0,2016010215.0,0.0
0.0,2016010216.0,0.0
0.0,2016010217.0,0.0
0.0,2016010218.0,0.0
0.0,2016010219.0,0.0
0.0,2016010220.0,0.0
0.0,2016010221.0,0.0
0.0,2016010222.0,0.0
0.0,2016010223.0,0.0
0.0,2016010300.0,0.0
0.0,2016010301.0,0.0
0.0,2016010302.0,0.0
0.0,2016010303.0,0.0
0.0,2016010304.0,0.0
0.0,2016010305.0,0.0
0.0,2016010306.0,0.0
0.0,2016010307.0,0.0
0.0,2016010308.0,0.0
0.0,2016010309.0,0.0
0.0,2016010310.0,0.0
0.0,2016010311.0,0.0
0.0,2016010312.0,0.0
0.0,2016010313.0,0.0
0.0,2016010314.0,0.0
0.0,2016010315.0,0.0
0.0,2016010316.0,0.0
0.0,2016010317.0,0.0
0.0,2016010318.0,0.0
0.0,2016010319.0,0.0
0.0,2016010320.0,0.0
0.0,2016010321.0,0.0
0.0,2016010322.0,0.0
0.0,2016010323.0,0.0
0.0,2016010400.0,0.0
0.0,2016010401.0,0.0
0.0,2016010402.0,0.0
0.0,2016010403.0,0.0
0.0,2016010404.0,0.0
0.0,2016010405.0,0.0
0.0,2016010406.0,0.0
0.0,2016010407.0,0.0
0.0,2016010408.0,0.0
0.0,2016010409.0,0.0
0.0,2016010410.0,0.0
0.0,2016010411.0,0.0
0.0,2016010412.0,0.0
0.0,2016010413.0,0.0
0.0,2016010414.0,0.0
0.0,2016010415.0,0.0
0.0,2016010416.0,0.0
0.0,2016010417.0,0.0
0.0,2016010418.0,0.0
0.0,2016010419.0,0.0
0.0,2016010420.0,0.0
0.0,2016010421.0,0.0
0.0,2016010422.0,0.0
0.0,2016010423.0,0.0
0.0,2016010500.0,0.0
0.0,2016010501.0,0.0
0.0,2016010502.0,0.0
0.0,2016010503.0,0.0
0.0,2016010504.0,0.0
0.0,2016010505.0,0.0
0.0,2016010506.0,0.0
0.0,2016010507.0,0.0
0.0,2016010508.0,0.0
0.0,2016010509.0,0.0
0.0,2016010510.0,0.0
0.0,2016010511.0,0.0
0.0,2016010512.0,0.0
0.0,2016010513.0,0.0
0.0,2016010514.0,0.0
0.0,2016010515.0,0.0
0.0,2016010516.0,0.0
0.0,2016010517.0,0.0
0.0,2016010518.0,0.0
0.0,2016010519.0,0.0
0.0,2016010520.0,0.0
0.0,2016010521.0,0.0
0.0,2016010522.0,0.0
0.0,2016010523.0,0.0
0.0,2016010600.0,0.0
0.0,2016010601.0,0.0
0.0,2016010602.0,0.0
0.0,2016010603.0,0.0
0.0,2016010604.0,0.0
0.0,2016010605.0,0.0
0.0,2016010606.0,0.0
0.0,2016010607.0,0.0
0.0,2016010608.0,0.0
0.0,2016010609.0,0.0
0.0,2016010610.0,0.0
0.0,2016010611.0,0.0
0.0,2016010612.0,0.0
0.0,2016010613.0,0.0
0.0,2016010614.0,0.0
0.0,2016010615.0,0.0
0.0,2016010616.0,0.0
0.0,2016010617.0,0.0
0.0,2016010618.0,0.0
0.0,2016010619.0,0.0
0.0,2016010620.0,0.0
0.0,2016010621.0,0.0
0.0,2016010622.0,0.0
0.0,2016010623.0,0.0
0.0,2016010700.0,0.0
0.0,2016010701.0,0.0
0.0,2016010702.0,0.0
0.0,2016010703.0,0.0
0.0,2016010704.0,0.0
0.0,2016010705.0,0.0
0.0,2016010706.0,0.0
0.0,2016010707.0,0.0
0.0,2016010708.0,0.0
0.0,2016010709.0,0.0
0.0,2016010710.0,0.0
0.0,2016010711.0,0.0
0.0,2016010712.0,0.0
0.0,2016010713.0,0.0
0.0,2016010714.0,0.0
0.0,2016010715.0,0.0
0.0,2016010716.0,0.0
0.0,2016010717.0,0.0
0.0,2016010718.0,0.0
0.0,2016010719.0,0.0
0.0,2016010720.0,0.0
0.0,2016010721.0,0.0
0.0,2016010722.0,0.0
0.0,2016010723.0,0.0
0.0,2016010800.0,0.0
