0,1,2
0.0,2016012000.0,0.0
438.0,2016012001.0,1547.0
439.0,2016012002.0,1214.0
440.0,2016012003.0,1002.0
441.0,2016012004.0,364.0
442.0,2016012005.0,679.0
443.0,2016012006.0,1624.0
444.0,2016012007.0,1479.0
445.0,2016012008.0,1906.0
446.0,2016012009.0,2008.0
447.0,2016012010.0,3229.0
448.0,2016012011.0,2979.0
449.0,2016012012.0,4618.0
450.0,2016012013.0,5172.0
451.0,2016012014.0,4681.0
452.0,2016012015.0,4637.0
453.0,2016012016.0,4935.0
454.0,2016012017.0,5132.0
455.0,2016012018.0,5391.0
456.0,2016012019.0,5158.0
457.0,2016012020.0,4906.0
458.0,2016012021.0,4513.0
459.0,2016012022.0,4425.0
460.0,2016012023.0,3891.0
0.0,2016012100.0,0.0
461.0,2016012101.0,3619.0
462.0,2016012102.0,3843.0
463.0,2016012103.0,10606.0
464.0,2016012104.0,4079.0
465.0,2016012105.0,3100.0
466.0,2016012106.0,1728.0
467.0,2016012107.0,1881.0
468.0,2016012108.0,1365.0
469.0,2016012109.0,1685.0
470.0,2016012110.0,3133.0
471.0,2016012111.0,1637.0
472.0,2016012112.0,2185.0
473.0,2016012113.0,737.0
474.0,2016012114.0,-493.0
475.0,2016012115.0,571.0
476.0,2016012116.0,350.0
477.0,2016012117.0,28.3
478.0,2016012118.0,130.0
479.0,2016012119.0,55.0
480.0,2016012120.0,141.0
481.0,2016012121.0,62.0
482.0,2016012122.0,61.0
483.0,2016012123.0,182.0
0.0,2016012200.0,0.0
484.0,2016012201.0,178.0
485.0,2016012202.0,362.0
486.0,2016012203.0,171.0
487.0,2016012204.0,50.0
488.0,2016012205.0,335.0
489.0,2016012206.0,249.0
490.0,2016012207.0,125.0
491.0,2016012208.0,151.0
492.0,2016012209.0,296.0
493.0,2016012210.0,184.0
494.0,2016012211.0,228.0
495.0,2016012212.0,246.0
496.0,2016012213.0,183.0
497.0,2016012214.0,369.0
498.0,2016012215.0,576.0
499.0,2016012216.0,515.0
500.0,2016012217.0,242.0
501.0,2016012218.0,278.0
502.0,2016012219.0,127.0
503.0,2016012220.0,184.0
504.0,2016012221.0,207.0
505.0,2016012222.0,283.0
506.0,2016012223.0,114.0
0.0,2016012300.0,0.0
507.0,2016012301.0,546.0
508.0,2016012302.0,299.0
509.0,2016012303.0,50.0
510.0,2016012304.0,214.0
511.0,2016012305.0,1.4
512.0,2016012306.0,210.0
513.0,2016012307.0,87.0
514.0,2016012308.0,78.0
515.0,2016012309.0,227.0
516.0,2016012310.0,91.0
517.0,2016012311.0,255.0
518.0,2016012312.0,96.0
519.0,2016012313.0,186.0
520.0,2016012314.0,93.0
521.0,2016012315.0,180.0
522.0,2016012316.0,175.0
523.0,2016012317.0,201.0
524.0,2016012318.0,189.0
525.0,2016012319.0,234.0
526.0,2016012320.0,145.0
527.0,2016012321.0,161.0
528.0,2016012322.0,242.0
529.0,2016012323.0,234.0
0.0,2016012400.0,0.0
530.0,2016012401.0,470.0
531.0,2016012402.0,367.0
532.0,2016012403.0,520.0
533.0,2016012404.0,623.0
534.0,2016012405.0,23.7
535.0,2016012406.0,223.0
536.0,2016012407.0,230.0
537.0,2016012408.0,112.0
538.0,2016012409.0,1730.0
539.0,2016012410.0,340.0
540.0,2016012411.0,640.0
541.0,2016012412.0,531.0
542.0,2016012413.0,700.0
543.0,2016012414.0,743.0
544.0,2016012415.0,675.0
545.0,2016012416.0,405.0
546.0,2016012417.0,349.0
547.0,2016012418.0,370.0
548.0,2016012419.0,514.0
549.0,2016012420.0,564.0
550.0,2016012421.0,496.0
551.0,2016012422.0,488.0
552.0,2016012423.0,183.0
0.0,2016012500.0,0.0
553.0,2016012501.0,1174.0
554.0,2016012502.0,1173.0
555.0,2016012503.0,211.0
556.0,2016012504.0,287.0
557.0,2016012505.0,252.0
558.0,2016012506.0,332.0
559.0,2016012507.0,249.0
560.0,2016012508.0,644.0
561.0,2016012509.0,1004.0
562.0,2016012510.0,667.0
563.0,2016012511.0,535.0
564.0,2016012512.0,2321.0
565.0,2016012513.0,1674.0
566.0,2016012514.0,1513.0
567.0,2016012515.0,2525.0
568.0,2016012516.0,2665.0
569.0,2016012517.0,1933.0
570.0,2016012518.0,1725.0
571.0,2016012519.0,1467.0
572.0,2016012520.0,1339.0
573.0,2016012521.0,1201.0
574.0,2016012522.0,1196.0
575.0,2016012523.0,1393.0
0.0,2016012600.0,0.0
576.0,2016012601.0,1171.0
577.0,2016012602.0,698.0
578.0,2016012603.0,88.0
579.0,2016012604.0,446.0
580.0,2016012605.0,319.0
581.0,2016012606.0,470.0
582.0,2016012607.0,129.0
583.0,2016012608.0,391.0
584.0,2016012609.0,235.0
585.0,2016012610.0,552.0
586.0,2016012611.0,422.0
587.0,2016012612.0,831.0
588.0,2016012613.0,1199.0
589.0,2016012614.0,2282.0
590.0,2016012615.0,2764.0
591.0,2016012616.0,2664.0
592.0,2016012617.0,2605.0
593.0,2016012618.0,2080.0
594.0,2016012619.0,2462.0
595.0,2016012620.0,1860.0
596.0,2016012621.0,1759.0
597.0,2016012622.0,1549.0
598.0,2016012623.0,1491.0
0.0,2016012700.0,0.0
599.0,2016012701.0,1943.0
600.0,2016012702.0,1734.0
601.0,2016012703.0,796.0
602.0,2016012704.0,459.0
603.0,2016012705.0,-79.0
604.0,2016012706.0,715.0
605.0,2016012707.0,1374.0
606.0,2016012708.0,1761.0
607.0,2016012709.0,1998.0
608.0,2016012710.0,2378.0
609.0,2016012711.0,4028.0
610.0,2016012712.0,3243.0
611.0,2016012713.0,3073.0
612.0,2016012714.0,4350.0
613.0,2016012715.0,4337.0
614.0,2016012716.0,4263.0
615.0,2016012717.0,5079.0
616.0,2016012718.0,4871.0
617.0,2016012719.0,4819.0
618.0,2016012720.0,4166.0
619.0,2016012721.0,3651.0
620.0,2016012722.0,3062.0
621.0,2016012723.0,3103.0
0.0,2016012800.0,0.0
622.0,2016012801.0,3459.0
623.0,2016012802.0,3170.0
624.0,2016012803.0,2638.0
625.0,2016012804.0,2870.0
626.0,2016012805.0,1559.0
627.0,2016012806.0,1364.0
628.0,2016012807.0,730.0
629.0,2016012808.0,1402.0
630.0,2016012809.0,1425.0
631.0,2016012810.0,1253.0
632.0,2016012811.0,1237.0
633.0,2016012812.0,2131.0
634.0,2016012813.0,2262.0
635.0,2016012814.0,800.0
636.0,2016012815.0,652.0
637.0,2016012816.0,404.0
638.0,2016012817.0,585.0
639.0,2016012818.0,386.0
640.0,2016012819.0,569.0
641.0,2016012820.0,532.0
642.0,2016012821.0,507.0
643.0,2016012822.0,536.0
644.0,2016012823.0,627.0
0.0,2016012900.0,0.0
645.0,2016012901.0,969.0
646.0,2016012902.0,1026.0
647.0,2016012903.0,897.0
648.0,2016012904.0,1070.0
649.0,2016012905.0,1560.0
650.0,2016012906.0,2284.0
651.0,2016012907.0,2389.0
652.0,2016012908.0,3057.0
653.0,2016012909.0,2208.0
654.0,2016012910.0,3257.0
655.0,2016012911.0,3191.0
656.0,2016012912.0,3047.0
657.0,2016012913.0,3459.0
658.0,2016012914.0,3381.0
659.0,2016012915.0,4312.0
660.0,2016012916.0,5275.0
661.0,2016012917.0,4800.0
662.0,2016012918.0,4926.0
663.0,2016012919.0,4184.0
664.0,2016012920.0,3776.0
665.0,2016012921.0,2566.0
666.0,2016012922.0,1503.0
667.0,2016012923.0,1471.0
0.0,2016013000.0,0.0
668.0,2016013001.0,626.0
669.0,2016013002.0,557.0
670.0,2016013003.0,437.0
671.0,2016013004.0,578.0
672.0,2016013005.0,559.0
673.0,2016013006.0,144.0
674.0,2016013007.0,29.3
675.0,2016013008.0,214.0
676.0,2016013009.0,307.0
677.0,2016013010.0,717.0
678.0,2016013011.0,570.0
679.0,2016013012.0,323.0
680.0,2016013013.0,263.0
681.0,2016013014.0,358.0
682.0,2016013015.0,532.0
683.0,2016013016.0,326.0
684.0,2016013017.0,341.0
685.0,2016013018.0,424.0
686.0,2016013019.0,337.0
687.0,2016013020.0,576.0
688.0,2016013021.0,415.0
689.0,2016013022.0,396.0
690.0,2016013023.0,589.0
0.0,2016013100.0,0.0
691.0,2016013101.0,1704.0
692.0,2016013102.0,829.0
693.0,2016013103.0,334.0
694.0,2016013104.0,367.0
695.0,2016013105.0,228.0
696.0,2016013106.0,247.0
697.0,2016013107.0,66.0
698.0,2016013108.0,207.0
699.0,2016013109.0,181.0
700.0,2016013110.0,188.0
701.0,2016013111.0,192.0
702.0,2016013112.0,229.0
703.0,2016013113.0,281.0
704.0,2016013114.0,488.0
705.0,2016013115.0,657.0
706.0,2016013116.0,584.0
707.0,2016013117.0,542.0
708.0,2016013118.0,628.0
709.0,2016013119.0,548.0
710.0,2016013120.0,618.0
711.0,2016013121.0,771.0
712.0,2016013122.0,928.0
713.0,2016013123.0,905.0
0.0,2016020100.0,0.0
0.0,2016020101.0,0.0
0.0,2016020102.0,0.0
0.0,2016020103.0,0.0
0.0,2016020104.0,0.0
0.0,2016020105.0,0.0
0.0,2016020106.0,0.0
0.0,2016020107.0,0.0
0.0,2016020108.0,0.0
0.0,2016020109.0,0.0
0.0,2016020110.0,0.0
0.0,2016020111.0,0.0
0.0,2016020112.0,0.0
0.0,2016020113.0,0.0
0.0,2016020114.0,0.0
0.0,2016020115.0,0.0
0.0,2016020116.0,0.0
0.0,2016020117.0,0.0
0.0,2016020118.0,0.0
0.0,2016020119.0,0.0
0.0,2016020120.0,0.0
0.0,2016020121.0,0.0
0.0,2016020122.0,0.0
0.0,2016020123.0,0.0
0.0,2016020200.0,0.0
0.0,2016020201.0,0.0
0.0,2016020202.0,0.0
0.0,2016020203.0,0.0
0.0,2016020204.0,0.0
0.0,2016020205.0,0.0
0.0,2016020206.0,0.0
0.0,2016020207.0,0.0
0.0,2016020208.0,0.0
0.0,2016020209.0,0.0
0.0,2016020210.0,0.0
0.0,2016020211.0,0.0
0.0,2016020212.0,0.0
0.0,2016020213.0,0.0
0.0,2016020214.0,0.0
0.0,2016020215.0,0.0
0.0,2016020216.0,0.0
0.0,2016020217.0,0.0
0.0,2016020218.0,0.0
0.0,2016020219.0,0.0
0.0,2016020220.0,0.0
0.0,2016020221.0,0.0
0.0,2016020222.0,0.0
0.0,2016020223.0,0.0
0.0,2016020300.0,0.0
0.0,2016020301.0,0.0
0.0,2016020302.0,0.0
0.0,2016020303.0,0.0
0.0,2016020304.0,0.0
0.0,2016020305.0,0.0
0.0,2016020306.0,0.0
0.0,2016020307.0,0.0
0.0,2016020308.0,0.0
0.0,2016020309.0,0.0
0.0,2016020310.0,0.0
0.0,2016020311.0,0.0
0.0,2016020312.0,0.0
0.0,2016020313.0,0.0
0.0,2016020314.0,0.0
0.0,2016020315.0,0.0
0.0,2016020316.0,0.0
0.0,2016020317.0,0.0
0.0,2016020318.0,0.0
0.0,2016020319.0,0.0
0.0,2016020320.0,0.0
0.0,2016020321.0,0.0
0.0,2016020322.0,0.0
0.0,2016020323.0,0.0
0.0,2016020400.0,0.0
0.0,2016020401.0,0.0
0.0,2016020402.0,0.0
0.0,2016020403.0,0.0
0.0,2016020404.0,0.0
0.0,2016020405.0,0.0
0.0,2016020406.0,0.0
0.0,2016020407.0,0.0
0.0,2016020408.0,0.0
0.0,2016020409.0,0.0
0.0,2016020410.0,0.0
0.0,2016020411.0,0.0
0.0,2016020412.0,0.0
0.0,2016020413.0,0.0
0.0,2016020414.0,0.0
0.0,2016020415.0,0.0
0.0,2016020416.0,0.0
0.0,2016020417.0,0.0
0.0,2016020418.0,0.0
0.0,2016020419.0,0.0
0.0,2016020420.0,0.0
0.0,2016020421.0,0.0
0.0,2016020422.0,0.0
0.0,2016020423.0,0.0
0.0,2016020500.0,0.0
0.0,2016020501.0,0.0
0.0,2016020502.0,0.0
0.0,2016020503.0,0.0
0.0,2016020504.0,0.0
0.0,2016020505.0,0.0
0.0,2016020506.0,0.0
0.0,2016020507.0,0.0
0.0,2016020508.0,0.0
0.0,2016020509.0,0.0
0.0,2016020510.0,0.0
0.0,2016020511.0,0.0
0.0,2016020512.0,0.0
0.0,2016020513.0,0.0
0.0,2016020514.0,0.0
0.0,2016020515.0,0.0
0.0,2016020516.0,0.0
0.0,2016020517.0,0.0
0.0,2016020518.0,0.0
0.0,2016020519.0,0.0
0.0,2016020520.0,0.0
0.0,2016020521.0,0.0
0.0,2016020522.0,0.0
0.0,2016020523.0,0.0
0.0,2016020600.0,0.0
0.0,2016020601.0,0.0
0.0,2016020602.0,0.0
0.0,2016020603.0,0.0
0.0,2016020604.0,0.0
0.0,2016020605.0,0.0
0.0,2016020606.0,0.0
0.0,2016020607.0,0.0
0.0,2016020608.0,0.0
0.0,2016020609.0,0.0
0.0,2016020610.0,0.0
0.0,2016020611.0,0.0
0.0,2016020612.0,0.0
0.0,2016020613.0,0.0
0.0,2016020614.0,0.0
0.0,2016020615.0,0.0
0.0,2016020616.0,0.0
0.0,2016020617.0,0.0
0.0,2016020618.0,0.0
0.0,2016020619.0,0.0
0.0,2016020620.0,0.0
0.0,2016020621.0,0.0
0.0,2016020622.0,0.0
0.0,2016020623.0,0.0
0.0,2016020700.0,0.0
0.0,2016020701.0,0.0
0.0,2016020702.0,0.0
0.0,2016020703.0,0.0
0.0,2016020704.0,0.0
0.0,2016020705.0,0.0
0.0,2016020706.0,0.0
0.0,2016020707.0,0.0
0.0,2016020708.0,0.0
0.0,2016020709.0,0.0
0.0,2016020710.0,0.0
0.0,2016020711.0,0.0
0.0,2016020712.0,0.0
0.0,2016020713.0,0.0
0.0,2016020714.0,0.0
0.0,2016020715.0,0.0
0.0,2016020716.0,0.0
0.0,2016020717.0,0.0
0.0,2016020718.0,0.0
0.0,2016020719.0,0.0
0.0,2016020720.0,0.0
0.0,2016020721.0,0.0
0.0,2016020722.0,0.0
